#{"t_start": 1617882290.5920455, "env_id": "Warehouse-v0"}
r,l,t
12,100,10.171507
9,100,16.869936
22,100,23.870983
13,100,30.524135
23,100,37.502363
22,100,44.211515
25,100,51.231305
31,100,57.908556
30,100,65.176922
20,100,72.048656
21,100,79.463607
26,100,86.326341
24,100,93.600972
16,100,100.436066
24,100,107.571316
25,100,114.204675
27,100,121.35709
28,100,128.086366
34,100,135.156845
32,100,141.76891
36,100,148.909428
24,100,155.582643
28,100,162.665192
22,100,169.237936
36,100,176.232545
33,100,182.988554
32,100,190.022187
40,100,196.691675
31,100,203.680122
26,100,210.228249
35,100,217.474225
31,100,224.127791
26,100,231.204233
31,100,237.77898
22,100,244.794943
31,100,251.469348
33,100,258.571906
31,100,265.211112
35,100,272.172595
27,100,278.872169
29,100,285.88595
39,100,292.493507
26,100,299.57441
40,100,306.29538
31,100,313.474441
31,100,320.083359
33,100,327.103586
38,100,333.719757
32,100,340.8003
25,100,347.519832
32,100,354.644004
33,100,361.351677
22,100,368.359539
41,100,375.017925
34,100,382.10765
41,100,388.726668
34,100,395.834141
34,100,402.565494
40,100,409.655459
32,100,416.548745
39,100,423.689819
32,100,430.398452
31,100,437.679044
37,100,444.474362
42,100,451.622112
34,100,458.355554
33,100,465.462249
38,100,472.14242
35,100,479.314554
36,100,486.117384
27,100,493.229809
31,100,499.993925
29,100,507.200131
38,100,514.016366
40,100,521.2496
35,100,527.875617
34,100,534.956059
37,100,541.554172
31,100,548.61734
42,100,555.240162
35,100,562.42478
37,100,569.058752
34,100,576.206896
39,100,582.836263
30,100,589.909569
38,100,596.550481
35,100,603.616196
38,100,610.318831
36,100,617.394547
39,100,624.064496
34,100,631.279178
37,100,638.031488
40,100,645.158072
35,100,651.825391
43,100,658.88496
33,100,665.518962
41,100,672.61414
39,100,679.298753
36,100,686.352621
31,100,692.972271
34,100,700.012931
22,100,706.679056
47,100,713.758815
39,100,720.421557
33,100,727.515633
38,100,734.128819
