#{"t_start": 1617882290.7109234, "env_id": "Warehouse-v0"}
r,l,t
14,100,10.059703
21,100,16.75264
14,100,23.758614
16,100,30.405291
20,100,37.384406
25,100,44.093499
18,100,51.114312
30,100,57.790571
24,100,65.059994
24,100,71.932415
20,100,79.345766
24,100,86.210299
17,100,93.485361
30,100,100.320831
38,100,107.44841
26,100,114.086635
24,100,121.241255
36,100,127.974898
24,100,135.03129
26,100,141.653267
24,100,148.793114
41,100,155.468831
24,100,162.549858
28,100,169.12146
25,100,176.115336
30,100,182.871537
30,100,189.904355
33,100,196.572014
30,100,203.562217
30,100,210.110285
30,100,217.356153
34,100,224.012109
37,100,231.086292
28,100,237.65151
29,100,244.679776
33,100,251.35148
38,100,258.453921
29,100,265.09169
35,100,272.054651
33,100,278.754946
35,100,285.769686
40,100,292.376191
35,100,299.457248
27,100,306.178339
28,100,313.357347
33,100,319.960926
32,100,326.987266
20,100,333.601747
39,100,340.6898
36,100,347.406192
40,100,354.534288
36,100,361.234487
32,100,368.24153
31,100,374.906561
33,100,381.989663
30,100,388.610066
30,100,395.720103
34,100,402.447556
37,100,409.537601
32,100,416.431436
41,100,423.571859
34,100,430.281231
26,100,437.560787
31,100,444.353749
40,100,451.50438
32,100,458.228217
35,100,465.344994
37,100,472.023685
34,100,479.196591
39,100,486.000272
37,100,493.114545
33,100,499.871053
38,100,507.076903
42,100,513.899209
38,100,521.131648
40,100,527.758225
27,100,534.83269
35,100,541.436158
31,100,548.501602
34,100,555.122979
39,100,562.307843
38,100,568.941677
24,100,576.088888
34,100,582.718235
27,100,589.789913
31,100,596.433265
28,100,603.489965
36,100,610.201669
33,100,617.276569
34,100,623.947168
31,100,631.161227
35,100,637.913497
34,100,645.034449
37,100,651.707457
38,100,658.766482
28,100,665.406615
31,100,672.497969
29,100,679.184865
35,100,686.234616
40,100,692.85424
43,100,699.895253
36,100,706.561054
39,100,713.640797
41,100,720.303598
37,100,727.398477
34,100,734.010834
37,100,741.080614
35,100,747.946133
39,100,755.266844
36,100,762.009082
29,100,769.128861
35,100,775.780139
28,100,782.904645
41,100,789.571401
36,100,796.684013
40,100,803.348314
48,100,810.44739
34,100,817.108024
31,100,824.183059
33,100,830.803055
37,100,837.932502
40,100,844.649822
31,100,851.755584
32,100,858.499533
42,100,865.668731
34,100,872.593193
36,100,879.747397
36,100,886.424079
38,100,893.500788
38,100,900.154879
35,100,907.246979
35,100,913.935361
38,100,921.160624
37,100,927.955042
45,100,935.420292
37,100,942.52601
34,100,949.578674
30,100,956.198975
34,100,963.199566
39,100,969.901419
40,100,977.166951
48,100,983.798912
30,100,990.837152
34,100,997.540782
32,100,1004.77364
27,100,1011.532464
30,100,1018.621503
37,100,1025.211947
33,100,1032.227527
36,100,1038.951738
41,100,1046.053566
37,100,1052.736145
32,100,1060.190559
39,100,1066.9801
34,100,1074.083495
37,100,1080.752854
41,100,1087.858082
43,100,1094.511994
35,100,1101.63615
27,100,1108.413376
37,100,1115.497365
38,100,1122.087859
39,100,1129.2391
37,100,1135.928611
45,100,1143.231499
42,100,1149.934036
34,100,1157.009146
44,100,1163.717353
38,100,1170.935817
33,100,1177.707526
39,100,1184.84537
34,100,1191.493168
38,100,1198.59872
40,100,1205.415959
34,100,1212.546782
35,100,1219.210908
39,100,1226.378439
39,100,1233.047118
46,100,1240.13226
37,100,1246.787285
44,100,1253.869248
37,100,1260.620368
34,100,1267.669532
39,100,1274.344488
31,100,1281.377833
40,100,1288.00238
26,100,1295.019468
34,100,1301.742382
38,100,1308.998357
32,100,1315.675186
27,100,1322.742784
43,100,1329.386032
44,100,1336.555258
31,100,1343.257903
38,100,1350.447103
40,100,1357.076303
41,100,1364.213056
35,100,1371.011782
36,100,1378.196489
38,100,1384.832347
42,100,1391.813916
34,100,1398.458993
36,100,1405.531852
33,100,1412.171051
42,100,1419.244866
32,100,1425.961943
30,100,1433.049956
38,100,1439.750216
34,100,1446.749673
40,100,1453.34477
36,100,1460.355922
41,100,1467.041068
41,100,1474.202552
38,100,1480.992599
43,100,1488.161599
39,100,1494.798168
33,100,1501.868604
33,100,1508.566893
34,100,1515.668104
30,100,1522.566007
36,100,1529.903844
32,100,1536.814972
36,100,1544.133624
30,100,1550.761037
36,100,1557.787858
40,100,1564.408305
39,100,1571.496679
