#{"t_start": 1617882290.4331708, "env_id": "Warehouse-v0"}
r,l,t
11,100,10.326816
12,100,17.024353
14,100,24.026907
23,100,30.677492
35,100,37.65508
31,100,44.365187
19,100,51.384847
20,100,58.062285
18,100,65.329279
16,100,72.202909
30,100,79.615894
20,100,86.478159
16,100,93.754479
25,100,100.590451
30,100,107.72324
31,100,114.358339
25,100,121.510951
34,100,128.239701
29,100,135.303858
26,100,141.92244
32,100,149.06372
33,100,155.736924
29,100,162.818936
25,100,169.392693
29,100,176.402771
36,100,183.142042
29,100,190.175866
34,100,196.844599
40,100,203.83524
31,100,210.381459
32,100,217.627858
23,100,224.282196
33,100,231.35737
30,100,237.925519
25,100,244.946879
32,100,251.621936
26,100,258.725304
28,100,265.364401
28,100,272.325938
35,100,279.02669
22,100,286.041319
43,100,292.648174
34,100,299.728692
33,100,306.44837
32,100,313.628612
28,100,320.229492
38,100,327.259477
36,100,333.873533
36,100,340.953742
34,100,347.674551
40,100,354.797628
34,100,361.506095
31,100,368.513038
28,100,375.171556
28,100,382.260932
37,100,388.88035
33,100,395.989122
40,100,402.718633
34,100,409.80817
39,100,416.702744
31,100,423.843257
42,100,430.552845
37,100,437.829863
40,100,444.625158
34,100,451.776467
33,100,458.501621
37,100,465.616624
38,100,472.295993
38,100,479.467791
29,100,486.271583
37,100,493.384082
31,100,500.140909
39,100,507.345702
36,100,514.168947
38,100,521.402896
36,100,528.03049
35,100,535.104443
33,100,541.707024
36,100,548.772944
24,100,555.40427
40,100,562.577893
37,100,569.212059
43,100,576.360408
32,100,582.991543
34,100,590.061788
26,100,596.704036
44,100,603.763704
40,100,610.473239
32,100,617.547937
34,100,624.218821
30,100,631.43222
36,100,638.18285
36,100,645.305645
40,100,651.976453
42,100,659.035824
34,100,665.674553
40,100,672.767684
41,100,679.449982
42,100,686.506224
33,100,693.125989
40,100,700.166623
33,100,706.832754
41,100,713.912719
41,100,720.574975
27,100,727.669139
35,100,734.283426
32,100,741.355417
44,100,748.217005
35,100,755.53761
30,100,762.280527
31,100,769.39969
40,100,776.057039
32,100,783.164308
37,100,789.842341
30,100,796.950707
36,100,803.619885
37,100,810.718623
40,100,817.379608
41,100,824.454551
41,100,831.074587
38,100,838.206615
29,100,844.921962
34,100,852.027274
34,100,858.770864
31,100,865.939961
