#{"t_start": 1617882290.979104, "env_id": "Warehouse-v0"}
r,l,t
8,100,9.786154
12,100,16.48446
16,100,23.494189
9,100,30.140043
13,100,37.116225
25,100,43.825319
20,100,50.845163
24,100,57.522391
23,100,64.790749
24,100,71.663351
25,100,79.077586
16,100,85.941177
23,100,93.214807
24,100,100.054119
35,100,107.188697
21,100,113.817623
28,100,120.972116
30,100,127.707643
29,100,134.768269
33,100,141.38275
30,100,148.52407
35,100,155.20403
31,100,162.280752
29,100,168.852518
32,100,175.846362
32,100,182.602428
31,100,189.636174
29,100,196.303035
30,100,203.30183
31,100,209.842104
36,100,217.095557
38,100,223.74231
21,100,230.818115
32,100,237.383762
30,100,244.415078
29,100,251.083299
40,100,258.185741
28,100,264.824782
40,100,271.78647
43,100,278.485957
25,100,285.50058
31,100,292.1073
35,100,299.189067
33,100,305.909293
31,100,313.089166
41,100,319.694959
26,100,326.718238
37,100,333.333574
35,100,340.421083
29,100,347.141009
40,100,354.25795
28,100,360.966301
28,100,367.973336
36,100,374.63236
34,100,381.721499
38,100,388.341136
25,100,395.457412
29,100,402.179375
40,100,409.26942
28,100,416.162176
34,100,423.303672
32,100,430.01305
33,100,437.293111
30,100,444.08472
32,100,451.235087
39,100,457.966378
37,100,465.076814
32,100,471.754714
39,100,478.928411
28,100,485.732111
33,100,492.84561
27,100,499.597725
36,100,506.81116
32,100,513.630152
31,100,520.863468
31,100,527.488773
32,100,534.56311
29,100,541.175672
32,100,548.231956
30,100,554.853969
35,100,562.03869
36,100,568.672656
39,100,575.820707
33,100,582.450038
34,100,589.520845
31,100,596.164307
32,100,603.227569
28,100,609.933488
36,100,617.008381
38,100,623.678987
38,100,630.893053
34,100,637.645316
34,100,644.77025
46,100,651.439276
40,100,658.506903
36,100,665.131513
37,100,672.227072
34,100,678.908607
36,100,685.966435
36,100,692.58606
36,100,699.626274
28,100,706.292872
39,100,713.372616
41,100,720.035418
31,100,727.128671
34,100,733.742762
36,100,740.811577
35,100,747.677953
29,100,754.998663
29,100,761.740902
29,100,768.859139
35,100,775.508931
31,100,782.638243
30,100,789.303221
45,100,796.410357
36,100,803.080133
29,100,810.178282
35,100,816.839844
45,100,823.914865
38,100,830.535576
31,100,837.665007
40,100,844.383983
38,100,851.486593
29,100,858.231353
39,100,865.400551
37,100,872.324188
39,100,879.479747
36,100,886.155898
41,100,893.232607
37,100,899.886698
34,100,906.977831
35,100,913.659406
32,100,920.892444
30,100,927.687709
39,100,935.151124
31,100,942.2548
43,100,949.311244
35,100,955.933616
26,100,962.930591
42,100,969.632447
30,100,976.900753
33,100,983.530731
27,100,990.575962
31,100,997.273287
40,100,1004.498424
42,100,1011.264283
34,100,1018.353323
24,100,1024.945257
40,100,1031.958447
35,100,1038.68491
40,100,1045.785385
37,100,1052.467964
45,100,1059.917665
36,100,1066.711916
38,100,1073.814383
38,100,1080.484666
38,100,1087.590739
36,100,1094.243813
35,100,1101.367083
34,100,1108.146041
41,100,1115.229433
37,100,1121.815224
43,100,1128.971691
43,100,1135.660424
37,100,1142.962466
39,100,1149.665855
35,100,1156.740961
34,100,1163.447648
36,100,1170.667639
31,100,1177.439345
34,100,1184.57719
43,100,1191.224855
38,100,1198.330538
38,100,1205.14697
38,100,1212.277373
41,100,1218.942728
39,100,1226.110259
33,100,1232.778161
41,100,1239.864075
34,100,1246.519103
41,100,1253.601606
38,100,1260.352938
38,100,1267.401351
39,100,1274.075481
44,100,1281.109652
38,100,1287.734206
38,100,1294.751276
35,100,1301.474201
46,100,1308.730168
43,100,1315.407002
37,100,1322.474603
37,100,1329.117851
33,100,1336.287078
43,100,1342.989722
28,100,1350.17977
27,100,1356.808862
40,100,1363.944038
40,100,1370.743601
34,100,1377.927531
35,100,1384.563311
36,100,1391.545736
33,100,1398.189205
37,100,1405.262858
35,100,1411.901802
37,100,1418.976675
42,100,1425.692902
37,100,1432.780565
35,100,1439.474647
32,100,1446.481801
30,100,1453.07659
36,100,1460.097867
41,100,1466.772887
37,100,1473.937125
36,100,1480.724418
37,100,1487.893418
40,100,1494.529989
36,100,1501.600412
41,100,1508.290719
40,100,1515.405951
46,100,1522.297821
41,100,1529.635663
43,100,1536.546797
39,100,1543.864645
35,100,1550.492856
41,100,1557.519671
37,100,1564.139348
25,100,1571.227655
34,100,1577.906802
40,100,1584.931813
27,100,1591.52746
38,100,1598.722418
34,100,1605.658751
32,100,1612.69964
43,100,1619.304837
30,100,1626.38059
35,100,1633.097958
45,100,1640.276782
39,100,1647.051751
41,100,1654.193599
36,100,1660.953972
35,100,1668.113056
40,100,1674.753537
39,100,1681.961982
