#{"t_start": 1617882291.0435202, "env_id": "Warehouse-v0"}
r,l,t
15,100,9.727633
10,100,16.421756
17,100,23.426831
16,100,30.074353
19,100,37.053694
22,100,43.763283
20,100,50.783519
25,100,57.459855
22,100,64.72956
19,100,71.600718
30,100,79.015939
38,100,85.881608
21,100,93.152004
31,100,99.987486
34,100,107.118341
23,100,113.755718
18,100,120.909713
29,100,127.639198
32,100,134.704617
28,100,141.319834
23,100,148.465337
36,100,155.133511
29,100,162.216854
33,100,168.788957
33,100,175.78763
24,100,182.54077
39,100,189.578732
25,100,196.241106
34,100,203.230772
37,100,209.778657
37,100,217.024289
29,100,223.680265
34,100,230.755562
36,100,237.320703
27,100,244.343077
34,100,251.020891
30,100,258.123078
27,100,264.762206
32,100,271.724075
44,100,278.424332
33,100,285.438764
23,100,292.048728
29,100,299.128153
34,100,305.846687
37,100,313.033588
24,100,319.62904
35,100,326.657007
34,100,333.271554
38,100,340.348982
23,100,347.075542
27,100,354.202432
41,100,360.904362
35,100,367.910642
32,100,374.574366
36,100,381.658856
35,100,388.280596
38,100,395.386713
27,100,402.116923
37,100,409.207661
33,100,416.098799
39,100,423.241124
33,100,429.952126
33,100,437.232813
38,100,444.022965
40,100,451.174484
30,100,457.900363
36,100,465.014614
36,100,471.693614
38,100,478.865808
34,100,485.676159
29,100,492.780177
33,100,499.54085
41,100,506.745097
33,100,513.56678
30,100,520.801605
41,100,527.42709
34,100,534.500881
30,100,541.105208
38,100,548.170161
33,100,554.793177
35,100,561.97531
36,100,568.609236
32,100,575.758057
31,100,582.390096
39,100,589.464228
23,100,596.103101
29,100,603.158202
37,100,609.870978
42,100,616.946583
34,100,623.617072
33,100,630.830512
37,100,637.582669
29,100,644.700372
38,100,651.37675
30,100,658.437692
33,100,665.068976
39,100,672.166395
33,100,678.850198
34,100,685.904517
37,100,692.528994
38,100,699.563499
36,100,706.230183
36,100,713.309958
33,100,719.971961
36,100,727.066934
33,100,733.679823
34,100,740.75138
45,100,747.615453
32,100,754.936118
27,100,761.678246
41,100,768.797156
31,100,775.449376
33,100,782.561885
40,100,789.240743
32,100,796.349181
38,100,803.021505
41,100,810.117427
42,100,816.781655
33,100,823.852254
39,100,830.473046
36,100,837.600325
40,100,844.319874
