#{"t_start": 1617908667.425142, "env_id": "Warehouse-v0"}
r,l,t
8,100,16.801874
11,100,22.188277
18,100,27.932141
18,100,33.371115
17,100,39.059417
15,100,44.42173
15,100,50.20904
14,100,55.636555
21,100,61.340016
28,100,66.767591
19,100,72.465001
28,100,77.81832
17,100,83.569769
23,100,88.933311
25,100,94.692472
33,100,100.03759
17,100,105.744148
9,100,111.122001
21,100,116.873499
25,100,122.218643
25,100,127.987753
27,100,133.411335
25,100,139.195471
27,100,144.524432
30,100,150.267649
24,100,155.690931
30,100,161.394091
28,100,166.781143
27,100,172.506767
28,100,177.855763
35,100,183.551562
28,100,188.876277
30,100,194.747595
28,100,200.222233
28,100,206.13928
27,100,211.616503
30,100,217.359674
28,100,222.695103
29,100,228.487107
27,100,233.930679
23,100,239.73031
28,100,245.172096
31,100,250.920476
28,100,256.29782
14,100,262.045644
27,100,267.473418
39,100,273.127578
33,100,278.526684
28,100,284.343851
28,100,289.772883
31,100,295.536809
34,100,300.947371
26,100,306.63812
28,100,311.989678
39,100,317.661861
30,100,323.043311
33,100,328.750684
33,100,334.16681
28,100,339.885119
30,100,345.211312
33,100,350.927294
24,100,356.297385
34,100,362.064358
30,100,367.584822
24,100,373.412628
25,100,378.86982
33,100,384.672753
30,100,390.066477
30,100,395.818401
23,100,401.223422
35,100,406.939803
29,100,412.315184
26,100,418.032126
30,100,423.428424
28,100,429.179323
33,100,434.567885
33,100,440.363141
34,100,445.772033
24,100,451.562385
32,100,457.033865
29,100,462.822665
26,100,468.258498
33,100,473.982774
31,100,479.351078
40,100,485.144906
30,100,490.533025
32,100,496.32691
33,100,501.743524
24,100,507.691124
37,100,513.166873
27,100,518.904482
21,100,524.241755
23,100,530.01611
29,100,535.422387
44,100,541.105358
26,100,546.530064
28,100,552.267743
37,100,557.612671
40,100,563.274295
37,100,568.604953
39,100,574.302513
31,100,579.597772
32,100,585.287547
33,100,590.687025
33,100,596.468486
26,100,601.840456
33,100,607.544073
30,100,612.964413
46,100,618.671277
35,100,624.004229
27,100,629.746555
29,100,635.107383
29,100,640.735953
32,100,646.096717
33,100,651.825653
39,100,657.195386
29,100,663.070826
34,100,668.458116
29,100,674.205272
25,100,679.592945
39,100,685.346397
34,100,690.743369
31,100,696.540233
30,100,701.910294
31,100,707.635576
35,100,712.988876
32,100,718.715481
34,100,724.112497
41,100,729.873
39,100,735.303159
34,100,741.000943
35,100,746.323613
23,100,751.980915
32,100,757.344234
26,100,763.098574
33,100,768.465988
32,100,774.206178
32,100,779.607669
35,100,785.29564
25,100,790.626024
34,100,796.289618
36,100,801.588365
35,100,807.350711
27,100,812.737787
36,100,818.508648
28,100,823.921868
40,100,829.623472
37,100,834.974799
25,100,840.695176
34,100,846.029441
30,100,851.802565
27,100,857.207308
32,100,862.982869
29,100,868.346079
28,100,874.025674
40,100,879.314189
32,100,884.8898
33,100,890.211597
29,100,895.911683
35,100,901.265862
25,100,906.961597
32,100,912.297632
33,100,918.03417
34,100,923.335811
30,100,929.053813
30,100,934.404468
39,100,940.103014
35,100,945.435582
34,100,951.137153
37,100,956.476811
29,100,962.105683
36,100,967.412257
29,100,973.074617
35,100,978.399763
35,100,984.102363
29,100,989.406499
38,100,995.186007
26,100,1000.470553
32,100,1006.151991
30,100,1011.451105
36,100,1017.189228
33,100,1022.562305
27,100,1028.25643
37,100,1033.557961
33,100,1039.179897
32,100,1044.475784
28,100,1050.111849
35,100,1055.435555
31,100,1061.166182
33,100,1066.463314
31,100,1072.075274
38,100,1077.332011
39,100,1082.937813
35,100,1088.233151
45,100,1093.845534
30,100,1099.131976
37,100,1104.757203
36,100,1110.084969
33,100,1115.751579
26,100,1121.017975
38,100,1126.840966
35,100,1132.273166
40,100,1138.060672
34,100,1143.296918
40,100,1148.915307
35,100,1154.190155
24,100,1159.913419
33,100,1165.165748
36,100,1170.825476
36,100,1176.082439
24,100,1181.694796
29,100,1186.922527
34,100,1192.587607
40,100,1197.859533
29,100,1203.466798
27,100,1208.672898
29,100,1214.280121
32,100,1219.505833
39,100,1225.144493
33,100,1230.414294
34,100,1235.988947
30,100,1241.223441
36,100,1246.794952
39,100,1252.069609
28,100,1257.751298
31,100,1262.992596
32,100,1268.64591
37,100,1273.86214
35,100,1279.42458
35,100,1284.661338
30,100,1290.297827
33,100,1295.563588
33,100,1301.122626
29,100,1306.398645
46,100,1311.999575
31,100,1317.264629
26,100,1322.988119
41,100,1328.251107
34,100,1333.86588
30,100,1339.127723
32,100,1344.824827
34,100,1350.165923
26,100,1355.791612
36,100,1361.062127
36,100,1366.674474
38,100,1371.896906
33,100,1377.511346
27,100,1382.757473
34,100,1388.373622
38,100,1393.58855
37,100,1399.169878
39,100,1404.413467
36,100,1410.081505
32,100,1415.312427
37,100,1420.934777
38,100,1426.18586
33,100,1431.769636
37,100,1437.155958
37,100,1442.881606
34,100,1448.152871
30,100,1453.787537
34,100,1459.071266
31,100,1464.780662
32,100,1470.130853
34,100,1475.794525
40,100,1481.070857
37,100,1486.775015
31,100,1492.055495
39,100,1497.743714
27,100,1503.07756
31,100,1508.793941
36,100,1514.121597
32,100,1519.90379
45,100,1525.216718
29,100,1530.900904
38,100,1536.237668
33,100,1541.947021
38,100,1547.300797
34,100,1553.100069
34,100,1558.432265
27,100,1564.179079
31,100,1569.522559
31,100,1575.258734
29,100,1580.607714
28,100,1586.404369
37,100,1591.793102
30,100,1597.449936
35,100,1602.734918
34,100,1608.417455
36,100,1613.714195
38,100,1619.436745
36,100,1624.757514
36,100,1630.411051
36,100,1635.72706
28,100,1641.341641
41,100,1646.587384
31,100,1652.261948
34,100,1657.674505
39,100,1663.345566
38,100,1668.672199
35,100,1674.293913
33,100,1679.551059
34,100,1685.208863
42,100,1690.472065
27,100,1696.152739
29,100,1701.415794
34,100,1707.055438
37,100,1712.34685
31,100,1718.001512
38,100,1723.247635
32,100,1728.864366
35,100,1734.149568
39,100,1739.828931
41,100,1745.087109
44,100,1750.801416
36,100,1756.197794
37,100,1761.754457
35,100,1767.074854
35,100,1772.775223
37,100,1778.019671
28,100,1783.687893
35,100,1788.947895
34,100,1794.527764
35,100,1799.763188
37,100,1805.36926
33,100,1810.62263
22,100,1816.261272
32,100,1821.499768
47,100,1827.262638
31,100,1832.571539
36,100,1838.224986
34,100,1843.452912
37,100,1849.130852
39,100,1854.434642
33,100,1860.089396
30,100,1865.36231
32,100,1871.024365
34,100,1876.344707
36,100,1882.066612
28,100,1887.343491
31,100,1892.94328
36,100,1898.238856
35,100,1903.871638
25,100,1909.191672
28,100,1914.890435
27,100,1920.243685
32,100,1925.978005
30,100,1931.362596
35,100,1937.019687
42,100,1942.343166
33,100,1948.016311
33,100,1953.384692
33,100,1959.068262
39,100,1964.336304
38,100,1969.980115
33,100,1975.244154
34,100,1980.930834
