#{"t_start": 1617908667.5032635, "env_id": "Warehouse-v0"}
r,l,t
10,100,16.72401
15,100,22.111007
18,100,27.857569
19,100,33.293972
15,100,38.98496
16,100,44.344474
15,100,50.131829
16,100,55.557526
19,100,61.263551
21,100,66.690367
25,100,72.386875
23,100,77.749768
27,100,83.497008
20,100,88.856321
27,100,94.615295
24,100,99.959468
21,100,105.670691
26,100,111.044868
24,100,116.793958
26,100,122.142816
29,100,127.915194
25,100,133.33373
24,100,139.115067
27,100,144.447188
36,100,150.189522
32,100,155.618744
27,100,161.316892
28,100,166.697188
29,100,172.429569
27,100,177.786978
30,100,183.483093
33,100,188.799078
31,100,194.670484
36,100,200.145079
29,100,206.062091
30,100,211.536814
26,100,217.288345
37,100,222.618612
25,100,228.419486
29,100,233.851819
30,100,239.653171
26,100,245.095842
34,100,250.843396
26,100,256.220458
26,100,261.969242
26,100,267.396169
35,100,273.050267
35,100,278.449482
26,100,284.265734
32,100,289.696051
28,100,295.459604
27,100,300.869263
26,100,306.560092
23,100,311.912416
28,100,317.584529
31,100,322.966101
25,100,328.673416
30,100,334.089646
22,100,339.809999
25,100,345.134264
34,100,350.850027
26,100,356.220216
28,100,361.987218
36,100,367.507559
35,100,373.335393
32,100,378.792662
23,100,384.594193
34,100,389.990935
26,100,395.741164
32,100,401.146905
33,100,406.862512
33,100,412.238903
33,100,417.955731
31,100,423.351217
35,100,429.102762
31,100,434.490731
34,100,440.282019
39,100,445.694711
35,100,451.485294
30,100,456.96248
32,100,462.745608
26,100,468.181349
38,100,473.906458
33,100,479.27384
32,100,485.067691
35,100,490.455924
36,100,496.24962
38,100,501.666726
29,100,507.614788
34,100,513.082524
28,100,518.814295
24,100,524.165211
37,100,529.938827
33,100,535.345283
29,100,541.028164
33,100,546.452868
29,100,552.184418
27,100,557.535676
34,100,563.197658
39,100,568.525977
37,100,574.225881
43,100,579.521465
25,100,585.210832
41,100,590.616562
36,100,596.403993
36,100,601.759702
38,100,607.466485
34,100,612.887939
24,100,618.59452
43,100,623.927005
27,100,629.669485
27,100,635.031585
33,100,640.658552
29,100,646.018696
25,100,651.748368
30,100,657.118319
33,100,662.986942
33,100,668.380848
26,100,674.128011
35,100,679.515728
34,100,685.269171
33,100,690.66618
35,100,696.463021
28,100,701.833024
39,100,707.565421
29,100,712.911677
30,100,718.63686
37,100,724.032831
28,100,729.795824
40,100,735.226166
31,100,740.923686
33,100,746.246421
27,100,751.89463
28,100,757.266922
32,100,763.021858
41,100,768.388795
35,100,774.131285
33,100,779.52956
34,100,785.218359
32,100,790.548916
33,100,796.21256
34,100,801.511713
30,100,807.273454
30,100,812.660604
40,100,818.431517
40,100,823.844586
28,100,829.546098
38,100,834.897517
31,100,840.617904
32,100,845.952162
32,100,851.725449
34,100,857.130064
38,100,862.916237
29,100,868.267643
28,100,873.947615
40,100,879.228638
29,100,884.812396
31,100,890.134389
34,100,895.834432
28,100,901.187747
34,100,906.884352
32,100,912.220409
31,100,917.957189
28,100,923.257101
39,100,928.975692
35,100,934.327218
26,100,940.023677
39,100,945.358444
32,100,951.051513
33,100,956.39966
39,100,962.028413
32,100,967.323053
39,100,972.998477
34,100,978.32261
32,100,984.022935
36,100,989.330108
28,100,995.108756
31,100,1000.393428
40,100,1006.075438
34,100,1011.374698
32,100,1017.11064
22,100,1022.485131
20,100,1028.179179
32,100,1033.48168
31,100,1039.103423
33,100,1044.390385
40,100,1050.042284
35,100,1055.359311
38,100,1061.101066
39,100,1066.386778
34,100,1071.998028
35,100,1077.255511
27,100,1082.861484
38,100,1088.154315
24,100,1093.7666
29,100,1099.05472
30,100,1104.6799
32,100,1110.007738
34,100,1115.665456
34,100,1120.940698
32,100,1126.763712
33,100,1132.196327
35,100,1137.983445
35,100,1143.228944
37,100,1148.838181
38,100,1154.112853
30,100,1159.836894
34,100,1165.10257
36,100,1170.748203
31,100,1176.005013
20,100,1181.614526
36,100,1186.845221
37,100,1192.508544
30,100,1197.782312
30,100,1203.389424
40,100,1208.600877
37,100,1214.202907
38,100,1219.42862
34,100,1225.067242
34,100,1230.336852
26,100,1235.915374
41,100,1241.146157
30,100,1246.717709
35,100,1251.993096
46,100,1257.67489
39,100,1262.914516
37,100,1268.568709
37,100,1273.784762
36,100,1279.347302
31,100,1284.584109
32,100,1290.22056
33,100,1295.487315
33,100,1301.048093
35,100,1306.321582
32,100,1311.920052
32,100,1317.187676
29,100,1322.911531
33,100,1328.171559
32,100,1333.788598
28,100,1339.050544
30,100,1344.747666
28,100,1350.089519
32,100,1355.714474
35,100,1360.981922
44,100,1366.597354
33,100,1371.815264
29,100,1377.441865
36,100,1382.676505
42,100,1388.296231
34,100,1393.511402
31,100,1399.092597
41,100,1404.337176
35,100,1410.004307
36,100,1415.23665
31,100,1420.857479
36,100,1426.108615
33,100,1431.692271
30,100,1437.075662
37,100,1442.802737
36,100,1448.075707
45,100,1453.709968
41,100,1458.99401
32,100,1464.701827
32,100,1470.053697
37,100,1475.717958
31,100,1480.995049
27,100,1486.698772
33,100,1491.978315
35,100,1497.666571
34,100,1503.000319
33,100,1508.716708
38,100,1514.044812
36,100,1519.836553
35,100,1525.139528
40,100,1530.823761
39,100,1536.160291
33,100,1541.869962
30,100,1547.230889
31,100,1553.030349
34,100,1558.355189
31,100,1564.101748
30,100,1569.444519
34,100,1575.182438
31,100,1580.530493
28,100,1586.329907
41,100,1591.715811
34,100,1597.372786
32,100,1602.658436
36,100,1608.340248
33,100,1613.637033
36,100,1619.360182
36,100,1624.680239
38,100,1630.333822
33,100,1635.649879
35,100,1641.264679
33,100,1646.51017
36,100,1652.184794
44,100,1657.595758
30,100,1663.268332
37,100,1668.592591
30,100,1674.216616
25,100,1679.473778
36,100,1685.132319
40,100,1690.394968
37,100,1696.076531
29,100,1701.338407
37,100,1706.975904
34,100,1712.269669
33,100,1717.922786
30,100,1723.170408
35,100,1728.787154
43,100,1734.070879
45,100,1739.751728
30,100,1745.009964
43,100,1750.720128
29,100,1756.11921
39,100,1761.675834
30,100,1766.997783
36,100,1772.695425
37,100,1777.942645
33,100,1783.609521
34,100,1788.870736
36,100,1794.450578
28,100,1799.68781
33,100,1805.292892
35,100,1810.545448
33,100,1816.183989
43,100,1821.422632
36,100,1827.186081
38,100,1832.494188
47,100,1838.147734
33,100,1843.375719
27,100,1849.051979
29,100,1854.35816
28,100,1860.012206
26,100,1865.285169
34,100,1870.946264
32,100,1876.266622
38,100,1881.989426
29,100,1887.266207
38,100,1892.866241
32,100,1898.161665
34,100,1903.794369
26,100,1909.112178
36,100,1914.813264
40,100,1920.166498
36,100,1925.904657
30,100,1931.285419
38,100,1936.942034
34,100,1942.26278
36,100,1947.939164
37,100,1953.307513
29,100,1958.990873
33,100,1964.258197
35,100,1969.901432
33,100,1975.166902
32,100,1980.854488
36,100,1986.175996
43,100,1991.872765
34,100,1997.20474
29,100,2002.892012
36,100,2008.280141
42,100,2014.067617
37,100,2019.43335
33,100,2025.154576
46,100,2030.518987
32,100,2036.226344
37,100,2041.654497
33,100,2047.438289
35,100,2052.761406
37,100,2058.645075
38,100,2064.153532
31,100,2070.057468
34,100,2075.528181
32,100,2081.28994
38,100,2086.630272
32,100,2092.434273
37,100,2097.808305
41,100,2103.543064
32,100,2109.007111
36,100,2114.836345
32,100,2120.290359
37,100,2126.05775
32,100,2131.44584
27,100,2137.23096
34,100,2142.602075
38,100,2148.427584
37,100,2153.85266
36,100,2159.698313
40,100,2165.213815
31,100,2171.049458
28,100,2176.421759
37,100,2182.241271
29,100,2187.629536
36,100,2193.456539
31,100,2198.917039
31,100,2204.730286
33,100,2210.206852
35,100,2216.103922
35,100,2221.615302
38,100,2227.48685
35,100,2232.95118
36,100,2238.863539
36,100,2244.350322
36,100,2250.181422
35,100,2255.696518
43,100,2261.502663
31,100,2266.958621
36,100,2272.798567
32,100,2278.275694
38,100,2284.090345
30,100,2289.458296
37,100,2295.260136
33,100,2300.625191
36,100,2306.319433
28,100,2311.724985
33,100,2317.520148
26,100,2322.903021
38,100,2328.596867
39,100,2333.976227
38,100,2339.690857
39,100,2345.053731
37,100,2350.777622
37,100,2356.126005
27,100,2361.811313
36,100,2367.302102
33,100,2373.238362
31,100,2378.834289
40,100,2384.643079
38,100,2390.04438
37,100,2395.783235
42,100,2401.240774
36,100,2407.001792
35,100,2412.410002
36,100,2418.154509
29,100,2423.498713
32,100,2429.195605
27,100,2434.577098
38,100,2440.29733
33,100,2445.769584
37,100,2451.485449
27,100,2456.878486
37,100,2462.608084
33,100,2468.034937
34,100,2473.786607
50,100,2479.163004
37,100,2484.899098
34,100,2490.194819
32,100,2495.945046
38,100,2501.286163
36,100,2507.01414
35,100,2512.378352
42,100,2518.08534
36,100,2523.494198
34,100,2529.299549
44,100,2534.705648
39,100,2540.394086
28,100,2545.801099
34,100,2551.521144
31,100,2556.925312
31,100,2562.625451
40,100,2568.004742
36,100,2573.63154
33,100,2578.980442
30,100,2584.68988
34,100,2590.084772
34,100,2595.836361
40,100,2601.214693
26,100,2606.937177
32,100,2612.349408
32,100,2618.117176
28,100,2623.444135
38,100,2629.174878
39,100,2634.555573
34,100,2640.327408
36,100,2645.690546
31,100,2651.390322
41,100,2656.724554
38,100,2662.418213
33,100,2667.763231
40,100,2673.454257
30,100,2678.909943
32,100,2684.679844
38,100,2690.080813
38,100,2695.776379
31,100,2701.082809
36,100,2706.801607
30,100,2712.191597
36,100,2717.942395
35,100,2723.296361
30,100,2728.993796
30,100,2734.333202
38,100,2739.978782
42,100,2745.335244
39,100,2751.08083
42,100,2756.417929
41,100,2762.203722
41,100,2767.559615
27,100,2773.277391
32,100,2778.632058
40,100,2784.352325
26,100,2789.671048
35,100,2795.381662
35,100,2800.76186
38,100,2806.52531
35,100,2811.85185
37,100,2817.523649
34,100,2822.906636
26,100,2828.641854
40,100,2833.946966
34,100,2839.662571
33,100,2844.994657
35,100,2850.684083
31,100,2856.06221
31,100,2861.683211
35,100,2866.985464
34,100,2872.665402
39,100,2878.047475
38,100,2883.76688
26,100,2889.098149
30,100,2894.803197
35,100,2900.103759
31,100,2905.809935
34,100,2911.153447
40,100,2916.859005
31,100,2922.200853
34,100,2927.909297
40,100,2933.234232
32,100,2938.918356
35,100,2944.227096
34,100,2949.901217
31,100,2955.226993
33,100,2960.938022
33,100,2966.326743
34,100,2972.062552
36,100,2977.414375
38,100,2983.12507
36,100,2988.513677
28,100,2994.346949
33,100,2999.749029
35,100,3005.48564
30,100,3010.810006
34,100,3016.465648
39,100,3021.84491
36,100,3027.477036
31,100,3032.788602
31,100,3038.474666
39,100,3043.815659
36,100,3049.487076
43,100,3054.774157
43,100,3060.417853
40,100,3065.692046
25,100,3071.366517
27,100,3076.639088
38,100,3082.227052
32,100,3087.47249
34,100,3093.10504
37,100,3098.39692
35,100,3104.042981
39,100,3109.308905
36,100,3114.938046
33,100,3120.211265
34,100,3125.889857
38,100,3131.146726
41,100,3136.813328
39,100,3142.100728
33,100,3147.70418
41,100,3152.968669
36,100,3158.558996
38,100,3163.796096
37,100,3169.472193
36,100,3174.825439
37,100,3180.454918
25,100,3185.723846
35,100,3191.25096
34,100,3196.559042
32,100,3202.200302
42,100,3207.483891
36,100,3213.151648
41,100,3218.40812
38,100,3223.973946
33,100,3229.197242
27,100,3234.803496
35,100,3240.104982
29,100,3245.782293
29,100,3251.037707
32,100,3256.608717
31,100,3261.839252
33,100,3267.433693
37,100,3272.68218
32,100,3278.293037
20,100,3283.594404
38,100,3289.252029
31,100,3294.546843
37,100,3300.287014
32,100,3305.694822
33,100,3311.3818
40,100,3316.5953
36,100,3322.177061
35,100,3327.446112
41,100,3333.083146
38,100,3338.321621
35,100,3343.872464
41,100,3349.129022
29,100,3354.713886
