#{"t_start": 1617702187.5332851, "env_id": "Warehouse-v0"}
r,l,t
6,100,12.998338
8,100,14.957098
22,100,17.002109
10,100,18.941158
11,100,21.042003
13,100,22.968514
13,100,25.002557
16,100,26.924903
14,100,28.950436
17,100,30.873244
13,100,32.932876
14,100,34.825798
19,100,36.846082
14,100,38.770981
14,100,40.803934
20,100,42.728628
14,100,44.875606
19,100,46.836026
18,100,48.881925
18,100,50.77372
19,100,52.823495
19,100,54.790613
15,100,56.870663
14,100,58.783444
14,100,60.818093
25,100,62.72702
19,100,64.77209
15,100,66.685072
32,100,68.724837
16,100,70.676566
21,100,72.716717
25,100,74.669871
27,100,76.719604
15,100,78.649428
27,100,80.689137
17,100,82.592567
30,100,84.635919
19,100,86.553177
22,100,88.562449
26,100,90.45949
23,100,92.506815
25,100,94.415425
27,100,96.415413
30,100,98.315622
21,100,100.345313
21,100,102.213856
24,100,104.261614
27,100,106.158666
26,100,108.196106
24,100,110.129592
23,100,112.14447
33,100,114.080504
23,100,116.132178
26,100,118.069953
29,100,120.132294
24,100,122.023416
26,100,124.009398
26,100,125.925618
25,100,127.945334
28,100,129.85483
27,100,131.874964
29,100,133.811004
32,100,135.861173
24,100,137.776028
35,100,139.80191
26,100,141.713614
27,100,143.765304
37,100,145.682809
35,100,147.75038
32,100,149.676451
23,100,151.79695
31,100,153.725972
28,100,155.800984
22,100,157.730147
26,100,159.767378
20,100,161.667522
27,100,163.691337
33,100,165.603326
35,100,167.625293
30,100,169.532125
32,100,171.547773
27,100,173.438758
28,100,175.480871
34,100,177.358159
30,100,179.36779
29,100,181.276581
33,100,183.293947
29,100,185.221142
25,100,187.243682
29,100,189.132374
38,100,191.140414
29,100,193.044779
28,100,195.051025
27,100,196.954758
24,100,198.95083
23,100,200.843085
33,100,202.846995
27,100,204.730477
27,100,206.744835
33,100,208.663946
24,100,210.672585
24,100,212.637462
33,100,214.684888
31,100,216.596867
32,100,218.61368
28,100,220.563816
29,100,222.635776
29,100,224.567491
31,100,226.607269
25,100,228.505684
21,100,230.557675
34,100,232.50689
29,100,234.560182
29,100,236.478858
36,100,238.520818
40,100,240.484425
28,100,242.478005
24,100,244.392618
37,100,246.423607
29,100,248.33631
32,100,250.351935
41,100,252.272189
33,100,254.290938
32,100,256.178896
29,100,258.200098
24,100,260.129398
44,100,262.126027
33,100,264.033791
34,100,266.065089
28,100,268.030569
30,100,270.051594
26,100,272.01444
31,100,274.04443
35,100,275.95428
26,100,277.969376
31,100,279.914457
31,100,282.052835
24,100,284.063239
41,100,286.104069
34,100,288.004697
34,100,290.027701
43,100,291.946194
31,100,293.96256
30,100,295.86824
37,100,297.907327
29,100,299.864864
33,100,301.960908
35,100,304.006612
36,100,306.116179
43,100,308.077797
39,100,310.19363
33,100,312.221691
35,100,314.375024
29,100,316.378198
33,100,318.454588
27,100,320.447768
30,100,322.625131
23,100,324.660424
36,100,326.816494
39,100,328.941303
32,100,331.090113
36,100,333.156256
30,100,335.258411
30,100,337.253904
30,100,339.379086
37,100,341.346061
19,100,343.490639
31,100,345.488723
29,100,347.595139
34,100,349.598881
