#{"t_start": 1617702187.4966772, "env_id": "Warehouse-v0"}
r,l,t
13,100,13.032688
8,100,14.992072
9,100,17.039505
16,100,18.976767
10,100,21.079333
10,100,23.00332
17,100,25.038374
9,100,26.960595
22,100,28.988011
9,100,30.909023
17,100,32.968628
18,100,34.860701
15,100,36.881765
16,100,38.809084
14,100,40.839697
17,100,42.764231
9,100,44.911349
13,100,46.87221
21,100,48.919307
14,100,50.811649
18,100,52.859178
11,100,54.828281
12,100,56.906501
11,100,58.819207
22,100,60.85571
17,100,62.76144
22,100,64.807863
20,100,66.720863
17,100,68.76217
16,100,70.711487
25,100,72.752489
17,100,74.705637
25,100,76.75805
26,100,78.684599
26,100,80.726693
23,100,82.628337
20,100,84.671462
22,100,86.589143
17,100,88.600518
27,100,90.496155
27,100,92.541188
16,100,94.452991
23,100,96.454331
23,100,98.351429
23,100,100.380026
27,100,102.252121
35,100,104.29738
24,100,106.194225
31,100,108.23168
35,100,110.164302
24,100,112.179678
26,100,114.116235
28,100,116.16969
23,100,118.10564
29,100,120.168175
32,100,122.059113
22,100,124.04461
29,100,125.963249
35,100,127.981053
23,100,129.889876
28,100,131.912995
29,100,133.846809
32,100,135.899885
25,100,137.813599
29,100,139.83998
30,100,141.749321
33,100,143.799978
31,100,145.718927
23,100,147.784699
30,100,149.71196
30,100,151.832328
26,100,153.761581
30,100,155.8367
32,100,157.767475
25,100,159.805736
18,100,161.70252
26,100,163.728637
26,100,165.636592
30,100,167.659919
28,100,169.569417
33,100,171.582591
29,100,173.476721
29,100,175.515672
32,100,177.39253
32,100,179.406009
26,100,181.312438
31,100,183.331799
25,100,185.256129
29,100,187.280973
40,100,189.169914
36,100,191.176173
36,100,193.080499
27,100,195.086727
36,100,196.990536
27,100,198.986963
36,100,200.878853
37,100,202.882762
29,100,204.766201
36,100,206.781988
41,100,208.699675
22,100,210.708364
31,100,212.673228
30,100,214.722695
32,100,216.633895
26,100,218.649404
30,100,220.601915
26,100,222.67151
25,100,224.606452
33,100,226.642629
31,100,228.541776
26,100,230.595186
