#{"t_start": 1617702187.5241687, "env_id": "Warehouse-v0"}
r,l,t
5,100,13.006873
7,100,14.965673
12,100,17.012057
5,100,18.950274
3,100,21.050428
19,100,22.977149
9,100,25.012684
5,100,26.934875
16,100,28.960022
16,100,30.883835
20,100,32.941992
16,100,34.835063
15,100,36.855462
18,100,38.780637
14,100,40.813279
21,100,42.735682
23,100,44.884717
19,100,46.847056
19,100,48.889611
16,100,50.782343
18,100,52.832611
14,100,54.798282
26,100,56.881207
23,100,58.79256
20,100,60.827727
25,100,62.734995
22,100,64.781969
22,100,66.694189
25,100,68.735732
20,100,70.684512
17,100,72.725836
17,100,74.678992
20,100,76.728815
17,100,78.65642
18,100,80.699764
18,100,82.600832
21,100,84.644542
27,100,86.562721
16,100,88.573036
20,100,90.470865
27,100,92.514546
30,100,94.426007
26,100,96.426061
30,100,98.326198
27,100,100.352534
13,100,102.225528
30,100,104.270732
26,100,106.167783
28,100,108.2063
32,100,110.137293
24,100,112.153104
26,100,114.08962
34,100,116.141759
26,100,118.079255
31,100,120.142135
18,100,122.032532
23,100,124.016662
24,100,125.937725
25,100,127.955706
25,100,129.863494
24,100,131.884998
23,100,133.821564
35,100,135.871903
28,100,137.788024
23,100,139.810103
26,100,141.723706
30,100,143.773686
27,100,145.68924
34,100,147.758164
31,100,149.683
38,100,151.807072
30,100,153.735089
28,100,155.811433
31,100,157.741388
26,100,159.777274
24,100,161.676766
23,100,163.699723
26,100,165.61021
26,100,167.633438
22,100,169.542939
22,100,171.555573
28,100,173.448803
37,100,175.487474
26,100,177.365943
30,100,179.37767
27,100,181.284243
26,100,183.303635
20,100,185.229187
28,100,187.254988
26,100,189.14055
31,100,191.151028
26,100,193.055101
32,100,195.060937
30,100,196.964848
21,100,198.958552
34,100,200.852201
29,100,202.85734
25,100,204.74045
24,100,206.753038
35,100,208.673809
41,100,210.681924
33,100,212.645806
29,100,214.693088
29,100,216.607646
34,100,218.622796
26,100,220.573502
38,100,222.644892
30,100,224.577045
35,100,226.614436
29,100,228.512895
29,100,230.568207
27,100,232.516007
26,100,234.568624
33,100,236.486035
35,100,238.529405
33,100,240.493015
29,100,242.486663
30,100,244.400809
31,100,246.433197
29,100,248.3454
28,100,250.359684
30,100,252.282535
36,100,254.301153
39,100,256.188811
32,100,258.208486
35,100,260.134937
30,100,262.136311
36,100,264.043627
37,100,266.075572
30,100,268.039092
35,100,270.062864
28,100,272.024676
34,100,274.054723
29,100,275.963577
26,100,277.979728
34,100,279.923568
31,100,282.061952
30,100,284.073232
27,100,286.114476
