#{"t_start": 1617702187.4938333, "env_id": "Warehouse-v0"}
r,l,t
7,100,13.038061
5,100,14.993989
12,100,17.040655
14,100,18.978591
15,100,21.079596
15,100,23.007015
12,100,25.041155
14,100,26.962546
10,100,28.987933
23,100,30.91099
23,100,32.970557
17,100,34.862673
15,100,36.883762
19,100,38.809333
14,100,40.841653
16,100,42.765409
18,100,44.913319
19,100,46.874462
22,100,48.922045
21,100,50.815492
18,100,52.86113
17,100,54.830552
23,100,56.908439
13,100,58.821147
16,100,60.860076
24,100,62.763404
22,100,64.809912
19,100,66.722824
17,100,68.763251
24,100,70.715284
28,100,72.754481
26,100,74.707457
15,100,76.760496
21,100,78.688156
21,100,80.728113
20,100,82.629641
26,100,84.672386
23,100,86.594483
22,100,88.604107
23,100,90.498033
24,100,92.544032
24,100,94.452822
26,100,96.456396
29,100,98.353355
28,100,100.381245
36,100,102.254031
22,100,104.299335
30,100,106.196122
29,100,108.234504
30,100,110.166594
24,100,112.182032
32,100,114.118117
23,100,116.173948
31,100,118.10754
23,100,120.170973
24,100,122.061059
29,100,124.048231
20,100,125.965543
29,100,127.983897
22,100,129.891749
35,100,131.912818
29,100,133.849006
33,100,135.900044
22,100,137.81695
33,100,139.842306
35,100,141.751284
29,100,143.801924
37,100,145.721191
28,100,147.786655
32,100,149.716035
27,100,151.836531
32,100,153.763379
29,100,155.838568
24,100,157.770999
23,100,159.804937
26,100,161.704496
23,100,163.728862
31,100,165.639995
35,100,167.662203
31,100,169.571513
32,100,171.584956
28,100,173.480088
36,100,175.519214
36,100,177.394424
34,100,179.408159
36,100,181.313453
30,100,183.332274
27,100,185.257989
29,100,187.283055
23,100,189.170136
38,100,191.178161
30,100,193.082371
35,100,195.088692
34,100,196.993045
31,100,198.991045
28,100,200.880783
20,100,202.884759
30,100,204.768208
31,100,206.78176
27,100,208.701628
22,100,210.710278
30,100,212.678308
32,100,214.722944
21,100,216.636
37,100,218.65131
37,100,220.602712
35,100,222.673434
26,100,224.608785
35,100,226.645983
21,100,228.541825
31,100,230.595228
24,100,232.544619
32,100,234.598702
34,100,236.51683
33,100,238.557508
30,100,240.523037
29,100,242.515058
21,100,244.433855
35,100,246.46102
29,100,248.373845
27,100,250.387643
38,100,252.30985
31,100,254.329997
29,100,256.217465
31,100,258.237714
