#{"t_start": 1617895109.867783, "env_id": "Warehouse-v0"}
r,l,t
14,100,9.277955
14,100,14.742855
19,100,20.616883
19,100,26.103734
12,100,31.973555
25,100,37.478619
18,100,43.326007
30,100,48.944658
33,100,54.926247
25,100,60.494985
32,100,66.325422
25,100,71.831583
23,100,77.730944
26,100,83.283122
25,100,89.137351
36,100,94.6171
24,100,100.509483
26,100,106.054612
27,100,111.95743
33,100,117.508199
40,100,123.398297
25,100,128.848344
32,100,134.747376
38,100,140.253836
23,100,146.195564
28,100,151.756158
42,100,157.619269
24,100,163.129689
35,100,169.088369
28,100,174.659511
30,100,180.554988
32,100,186.101776
34,100,192.051826
39,100,197.640772
33,100,203.564248
28,100,209.106003
32,100,214.976996
33,100,220.484437
24,100,226.313254
37,100,231.877073
33,100,237.77975
33,100,243.335103
30,100,249.156202
30,100,254.619073
40,100,260.499346
39,100,266.156354
37,100,272.12502
31,100,277.636743
30,100,283.49012
29,100,288.955278
35,100,294.828512
33,100,300.366405
34,100,306.299309
38,100,311.752981
34,100,317.625449
36,100,323.10645
31,100,328.921892
36,100,334.428811
33,100,340.289863
35,100,345.807182
29,100,351.709646
32,100,357.327854
36,100,363.292881
32,100,368.87376
33,100,374.735069
40,100,380.227772
28,100,386.034855
29,100,391.462274
31,100,397.330543
43,100,402.794701
35,100,408.683842
41,100,414.197537
37,100,420.018726
29,100,425.460248
40,100,431.286941
37,100,436.810399
33,100,442.650902
32,100,448.086392
34,100,453.899411
25,100,459.322449
37,100,465.131294
31,100,470.58078
41,100,476.44309
39,100,481.887554
43,100,487.71976
36,100,493.124734
42,100,498.990909
36,100,504.449117
37,100,510.296046
34,100,515.792449
33,100,521.647433
32,100,527.140735
30,100,532.919916
36,100,538.431451
28,100,544.24854
37,100,549.67939
45,100,555.509029
30,100,561.033318
42,100,566.893538
41,100,572.484051
27,100,578.272316
33,100,583.728452
36,100,589.521194
42,100,594.982659
34,100,600.896399
34,100,606.365911
30,100,612.147433
34,100,617.618562
35,100,623.466922
40,100,628.914569
36,100,634.722898
34,100,640.175181
40,100,645.997194
32,100,651.483376
34,100,657.306366
40,100,662.752706
42,100,668.641605
29,100,674.15809
45,100,680.126743
35,100,685.58141
38,100,691.434008
34,100,696.90237
36,100,702.734727
37,100,708.170428
32,100,713.975501
40,100,719.430679
29,100,725.23828
41,100,730.674728
39,100,736.501888
39,100,741.950297
33,100,747.755903
36,100,753.177515
42,100,759.012116
35,100,764.512414
40,100,770.343414
33,100,775.804016
31,100,781.623056
32,100,787.073668
38,100,792.882622
30,100,798.338029
29,100,804.217661
35,100,809.677834
37,100,815.454623
39,100,820.844883
44,100,826.673455
35,100,832.200356
34,100,838.127541
33,100,843.586845
35,100,849.39083
36,100,854.840706
42,100,860.668386
43,100,866.1242
35,100,871.954314
36,100,877.490381
34,100,883.316853
44,100,888.762628
32,100,894.563248
25,100,900.058917
36,100,905.869978
39,100,911.322301
41,100,917.170178
41,100,922.645919
30,100,928.483789
33,100,933.949525
36,100,939.723162
45,100,945.183692
36,100,951.014976
35,100,956.488454
34,100,962.32075
39,100,967.780784
26,100,973.575796
32,100,979.076442
38,100,985.037232
31,100,990.688415
36,100,996.51721
41,100,1002.044486
41,100,1007.959017
40,100,1013.424373
38,100,1019.256194
34,100,1024.70745
36,100,1030.516926
40,100,1036.031864
36,100,1041.846582
39,100,1047.282102
37,100,1053.098492
31,100,1058.52076
27,100,1064.315275
37,100,1069.787431
33,100,1075.622629
47,100,1081.087336
36,100,1086.906735
31,100,1092.369072
48,100,1098.19096
29,100,1103.650062
42,100,1109.438209
43,100,1114.877691
31,100,1120.673724
39,100,1126.159046
40,100,1132.07254
40,100,1137.555446
43,100,1143.367374
37,100,1148.833749
31,100,1154.580698
39,100,1160.097297
36,100,1165.986005
33,100,1171.45129
32,100,1177.253945
33,100,1182.727089
39,100,1188.593492
43,100,1194.046279
40,100,1199.938701
38,100,1205.407102
43,100,1211.203509
35,100,1216.644905
42,100,1222.495317
41,100,1227.954155
40,100,1233.796162
28,100,1239.255975
32,100,1245.09768
29,100,1250.660939
39,100,1256.539643
39,100,1261.997708
39,100,1267.869236
30,100,1273.30993
35,100,1279.184644
35,100,1284.593993
31,100,1290.383132
37,100,1296.000298
38,100,1301.904302
46,100,1307.350047
42,100,1313.172068
36,100,1318.652621
38,100,1324.530354
44,100,1330.108794
44,100,1335.917173
34,100,1341.422578
46,100,1347.257981
40,100,1352.685979
34,100,1358.528143
30,100,1363.909676
35,100,1369.691929
42,100,1375.15999
37,100,1380.945505
37,100,1386.349615
38,100,1392.188848
34,100,1397.634648
35,100,1403.472196
37,100,1408.936041
39,100,1414.792622
44,100,1420.222768
32,100,1426.033359
42,100,1431.558414
34,100,1437.37026
38,100,1442.768982
26,100,1448.55067
29,100,1454.017369
31,100,1459.893115
35,100,1465.345437
43,100,1471.128147
38,100,1476.506153
34,100,1482.285046
46,100,1487.823154
37,100,1493.720033
35,100,1499.220175
33,100,1505.007464
37,100,1510.381002
41,100,1516.162856
39,100,1521.638376
32,100,1527.433294
34,100,1532.899712
18,100,1538.699039
40,100,1544.122753
46,100,1549.926121
35,100,1555.406768
40,100,1561.239738
33,100,1566.705605
37,100,1572.537889
34,100,1578.014495
33,100,1583.824927
37,100,1589.275302
35,100,1595.154263
37,100,1600.541908
38,100,1606.477614
29,100,1612.05243
29,100,1617.890775
33,100,1623.302847
35,100,1629.12275
34,100,1634.54011
31,100,1640.456414
39,100,1645.923962
34,100,1651.768067
47,100,1657.280451
38,100,1663.143338
42,100,1668.615794
28,100,1674.426639
35,100,1679.888807
36,100,1685.756921
39,100,1691.196126
32,100,1697.048358
23,100,1702.478142
40,100,1708.260834
38,100,1713.675298
34,100,1719.489162
37,100,1724.959715
16,100,1730.875866
28,100,1736.376903
31,100,1742.210812
23,100,1747.631193
34,100,1753.447497
23,100,1758.885735
43,100,1764.745878
38,100,1770.18237
39,100,1775.995454
33,100,1781.423592
39,100,1787.211645
34,100,1792.729696
33,100,1798.687707
40,100,1804.151744
33,100,1809.935968
37,100,1815.4681
42,100,1821.384527
34,100,1826.906857
41,100,1832.727875
40,100,1838.174316
29,100,1843.991917
35,100,1849.450336
35,100,1855.286871
33,100,1860.794884
39,100,1866.60392
36,100,1872.040342
27,100,1877.843583
36,100,1883.305512
39,100,1889.12039
31,100,1894.588378
32,100,1900.431871
34,100,1905.851925
34,100,1911.664381
44,100,1917.281695
27,100,1923.156091
36,100,1928.609359
38,100,1934.412232
41,100,1939.84532
36,100,1945.638246
40,100,1951.049726
33,100,1956.912617
36,100,1962.346456
39,100,1968.188782
33,100,1973.629944
32,100,1979.491638
34,100,1984.976291
37,100,1990.768452
39,100,1996.19032
22,100,2002.046206
29,100,2007.448251
38,100,2013.234137
34,100,2018.668447
28,100,2024.490482
40,100,2029.998235
27,100,2035.817303
37,100,2041.235292
38,100,2047.029891
31,100,2052.481109
40,100,2058.353671
32,100,2063.821968
39,100,2069.621394
36,100,2075.055784
37,100,2080.801114
39,100,2086.244366
35,100,2092.004359
37,100,2097.557483
36,100,2103.378446
41,100,2108.762413
39,100,2114.573143
47,100,2120.054
24,100,2125.828386
39,100,2131.246979
44,100,2137.00699
40,100,2142.455006
30,100,2148.280094
43,100,2153.752112
39,100,2159.595907
37,100,2164.99544
41,100,2170.770021
35,100,2176.173446
15,100,2182.042595
34,100,2187.477796
37,100,2193.284286
37,100,2198.692517
35,100,2204.485675
26,100,2209.910244
34,100,2215.752243
32,100,2221.211412
34,100,2227.142357
42,100,2232.603655
31,100,2238.46156
33,100,2243.950626
39,100,2249.756656
41,100,2255.203214
35,100,2260.988322
39,100,2266.391489
33,100,2272.263522
37,100,2277.693073
37,100,2283.510123
27,100,2288.964926
36,100,2294.744631
27,100,2300.226217
39,100,2306.064695
44,100,2311.470306
23,100,2317.290166
22,100,2322.732266
43,100,2328.552168
37,100,2334.019528
35,100,2339.845775
35,100,2345.254241
29,100,2351.069479
23,100,2356.534588
41,100,2362.370753
30,100,2367.811109
38,100,2373.586247
37,100,2378.996524
38,100,2384.871101
42,100,2390.38441
41,100,2396.228864
27,100,2401.732652
41,100,2407.605667
37,100,2413.007781
27,100,2418.829732
37,100,2424.283094
39,100,2430.09761
40,100,2435.520468
37,100,2441.298345
31,100,2446.769663
37,100,2452.715158
44,100,2458.188127
36,100,2464.01941
36,100,2469.464093
32,100,2475.26462
34,100,2480.721201
27,100,2486.490658
27,100,2491.896962
38,100,2497.680701
37,100,2503.09015
40,100,2508.863725
40,100,2514.286846
30,100,2520.119092
44,100,2525.533805
43,100,2531.3176
38,100,2536.898262
28,100,2542.803392
42,100,2548.296293
45,100,2554.125761
21,100,2559.525768
38,100,2565.287196
42,100,2570.717863
30,100,2576.555715
37,100,2581.976003
39,100,2587.791368
42,100,2593.228767
35,100,2599.035933
29,100,2604.458935
32,100,2610.252887
38,100,2615.677197
35,100,2621.512417
28,100,2627.009297
38,100,2632.864909
33,100,2638.314857
38,100,2644.054729
34,100,2649.483227
46,100,2655.299259
41,100,2660.751491
36,100,2666.505632
31,100,2671.918644
32,100,2677.664393
39,100,2683.108221
33,100,2688.930839
42,100,2694.346514
35,100,2700.163114
54,100,2705.632752
42,100,2711.521236
37,100,2717.018713
42,100,2722.806406
45,100,2728.220079
28,100,2734.015144
34,100,2739.394394
23,100,2745.149075
30,100,2750.620199
33,100,2756.408272
46,100,2761.864169
37,100,2767.65844
48,100,2773.096856
37,100,2778.915295
44,100,2784.376185
33,100,2790.218726
35,100,2795.686144
32,100,2801.482564
36,100,2806.895355
26,100,2812.723838
35,100,2818.209922
36,100,2824.006848
38,100,2829.385574
37,100,2835.140208
42,100,2840.628962
41,100,2846.526713
31,100,2852.000472
27,100,2857.90934
30,100,2863.336765
32,100,2869.141598
32,100,2874.610155
32,100,2880.416817
22,100,2885.881317
36,100,2891.633031
30,100,2897.049829
51,100,2902.867599
36,100,2908.338772
39,100,2914.130138
40,100,2919.558965
44,100,2925.316961
26,100,2930.780082
32,100,2936.570841
45,100,2942.013162
33,100,2947.789885
45,100,2953.273996
32,100,2959.071637
41,100,2964.501392
42,100,2970.293858
31,100,2975.731419
28,100,2981.523889
35,100,2986.938516
45,100,2992.721041
38,100,2998.183665
33,100,3003.967999
32,100,3009.364975
50,100,3015.256588
33,100,3020.742159
34,100,3026.515095
42,100,3031.98206
