#{"t_start": 1617895110.5633762, "env_id": "Warehouse-v0"}
r,l,t
21,100,8.591991
17,100,14.058053
12,100,19.928714
18,100,25.414927
19,100,31.287057
29,100,36.794937
22,100,42.628534
32,100,48.263174
15,100,54.24107
31,100,59.811701
18,100,65.639781
29,100,71.144123
17,100,77.052742
22,100,82.591992
26,100,88.449253
31,100,93.930176
23,100,99.825197
30,100,105.355701
25,100,111.272789
29,100,116.825644
32,100,122.707313
27,100,128.159605
23,100,134.057606
39,100,139.572431
36,100,145.510704
32,100,151.071597
25,100,156.934282
29,100,162.445338
33,100,168.404091
29,100,173.972617
26,100,179.871229
37,100,185.41676
36,100,191.368503
37,100,196.955261
31,100,202.876576
32,100,208.42172
30,100,214.295259
36,100,219.799804
30,100,225.61941
29,100,231.186287
29,100,237.090664
35,100,242.651298
35,100,248.465706
38,100,253.932307
36,100,259.816886
32,100,265.464619
29,100,271.441587
39,100,276.950553
35,100,282.801607
38,100,288.268321
40,100,294.145535
34,100,299.680918
35,100,305.609523
36,100,311.068634
41,100,316.932465
21,100,322.42062
32,100,328.237269
32,100,333.744744
39,100,339.609432
39,100,345.121281
31,100,351.025732
37,100,356.642012
34,100,362.603703
37,100,368.189403
34,100,374.050302
33,100,379.542722
36,100,385.348032
30,100,390.778495
33,100,396.640852
36,100,402.109225
39,100,407.997146
35,100,413.512749
40,100,419.333605
37,100,424.773845
29,100,430.603249
40,100,436.12578
35,100,441.962581
30,100,447.400554
36,100,453.214731
36,100,458.637253
28,100,464.442219
29,100,469.893895
44,100,475.759301
30,100,481.202829
38,100,487.020924
31,100,492.436492
35,100,498.30468
26,100,503.761308
30,100,509.612269
33,100,515.103717
32,100,520.963144
38,100,526.457656
38,100,532.236296
35,100,537.744597
34,100,543.549159
36,100,548.995199
37,100,554.825841
29,100,560.348176
35,100,566.208067
39,100,571.792567
37,100,577.589172
32,100,583.039741
36,100,588.830694
30,100,594.298848
38,100,600.213694
38,100,605.68035
33,100,611.461872
42,100,616.931687
30,100,622.776105
37,100,628.229783
34,100,634.039263
37,100,639.484493
31,100,645.311245
42,100,650.799481
35,100,656.622604
43,100,662.067372
32,100,667.956495
34,100,673.473003
44,100,679.442384
37,100,684.890574
32,100,690.732479
36,100,696.212773
38,100,702.04697
33,100,707.485317
30,100,713.28884
30,100,718.746066
