#{"t_start": 1617871644.5894253, "env_id": "Warehouse-v0"}
r,l,t
13,100,10.168961
19,100,17.31822
16,100,24.866384
29,100,31.824625
18,100,39.270142
17,100,46.23197
26,100,53.722783
31,100,60.794513
27,100,68.291596
32,100,75.222197
25,100,82.593663
23,100,89.59498
27,100,96.979341
24,100,103.917289
24,100,111.350785
33,100,118.34075
34,100,125.871818
23,100,132.926252
33,100,140.433574
26,100,147.501635
37,100,154.99901
28,100,162.012358
24,100,169.522969
27,100,176.530482
31,100,184.01563
30,100,191.053239
29,100,198.476755
34,100,205.571323
34,100,213.223689
25,100,220.270043
34,100,227.777407
31,100,234.786185
31,100,242.187606
34,100,249.205473
34,100,256.628543
38,100,263.608527
36,100,271.100298
37,100,278.090223
33,100,285.515809
31,100,292.575187
30,100,300.07712
28,100,307.121647
32,100,314.521716
36,100,321.513395
36,100,328.932131
32,100,335.906381
38,100,343.340686
41,100,350.272552
36,100,357.728721
34,100,364.668556
41,100,372.062446
35,100,379.10418
35,100,386.606806
32,100,393.60361
40,100,401.030282
31,100,408.010722
46,100,415.412656
34,100,422.417716
39,100,429.886706
36,100,436.819857
35,100,444.21645
30,100,451.18705
38,100,458.688776
33,100,465.675676
28,100,473.133446
29,100,480.115052
30,100,487.564506
35,100,494.525088
40,100,501.919679
34,100,508.907351
31,100,516.517569
28,100,523.659844
32,100,531.116542
32,100,538.128908
33,100,545.602008
35,100,552.564708
17,100,560.012587
43,100,566.95966
32,100,574.344895
38,100,581.267609
31,100,588.742468
40,100,595.742522
33,100,603.087485
37,100,610.042652
42,100,617.498686
39,100,624.535316
33,100,631.957331
33,100,638.964014
34,100,646.472861
38,100,653.51093
26,100,660.972613
29,100,667.929572
31,100,675.321472
42,100,682.311324
39,100,689.801816
38,100,696.797958
34,100,704.27684
34,100,711.334234
28,100,718.786618
36,100,725.768638
27,100,733.172179
40,100,740.164746
42,100,747.561343
43,100,754.564341
36,100,762.036625
41,100,769.03221
32,100,776.466763
38,100,783.459436
31,100,790.951534
34,100,797.894728
31,100,805.34252
38,100,812.318151
37,100,819.886062
38,100,827.062629
42,100,834.54932
34,100,841.55752
36,100,848.982695
42,100,855.991949
40,100,863.456167
36,100,870.570958
44,100,878.323209
36,100,885.551653
34,100,893.301891
39,100,900.519731
34,100,908.180243
38,100,915.436117
39,100,923.106721
33,100,930.247123
37,100,937.854537
37,100,945.116119
37,100,952.836523
26,100,960.068452
37,100,967.657715
40,100,974.810326
38,100,982.520645
36,100,989.655914
38,100,997.351346
43,100,1004.53338
37,100,1012.172897
41,100,1019.352607
38,100,1026.960275
44,100,1034.135556
38,100,1041.797681
42,100,1049.054446
40,100,1056.71454
40,100,1063.935807
29,100,1071.586388
38,100,1078.780266
36,100,1086.45844
41,100,1093.687495
33,100,1101.350857
30,100,1108.597824
38,100,1116.310571
33,100,1123.463056
39,100,1131.330188
31,100,1138.723434
32,100,1146.422339
36,100,1153.675946
33,100,1161.360557
44,100,1168.533711
32,100,1176.291463
41,100,1183.596365
33,100,1191.31178
33,100,1198.609104
35,100,1206.314303
41,100,1213.5123
29,100,1221.207853
32,100,1228.366668
41,100,1235.882811
37,100,1242.915333
42,100,1250.387476
36,100,1257.418245
43,100,1264.824059
40,100,1271.917134
32,100,1279.674459
30,100,1286.86695
35,100,1294.505366
30,100,1301.693587
52,100,1309.449947
35,100,1316.696361
39,100,1324.394044
37,100,1331.605479
42,100,1339.209798
41,100,1346.453405
42,100,1354.135076
37,100,1361.355882
33,100,1369.009669
33,100,1376.289704
34,100,1384.117203
42,100,1391.473025
39,100,1399.087532
33,100,1406.395659
35,100,1414.163635
39,100,1421.470239
24,100,1429.235004
42,100,1436.484528
37,100,1444.622553
43,100,1452.195847
39,100,1460.227671
40,100,1467.897235
37,100,1475.961483
40,100,1483.52716
35,100,1491.362703
40,100,1498.717444
38,100,1506.614697
36,100,1513.935676
36,100,1521.541188
29,100,1528.701439
32,100,1536.35136
33,100,1543.446168
39,100,1551.006634
34,100,1558.13874
35,100,1565.585162
43,100,1572.571892
39,100,1580.075897
42,100,1587.107517
34,100,1594.588689
38,100,1601.652292
41,100,1609.289851
44,100,1616.634259
36,100,1624.316974
41,100,1631.470825
38,100,1639.220235
40,100,1646.506241
38,100,1654.23308
43,100,1661.50681
34,100,1669.204452
42,100,1676.464686
38,100,1684.184162
41,100,1691.475991
36,100,1699.112472
35,100,1706.394434
37,100,1714.315367
40,100,1721.58103
32,100,1729.398141
32,100,1737.060811
41,100,1745.184828
34,100,1752.829599
29,100,1760.723427
39,100,1768.027677
33,100,1775.820286
44,100,1783.133645
29,100,1790.953055
36,100,1798.302181
43,100,1806.18616
38,100,1813.564045
37,100,1821.3437
34,100,1828.649882
39,100,1836.446187
35,100,1843.858075
38,100,1851.687643
37,100,1858.9408
38,100,1866.693988
39,100,1874.024513
32,100,1881.90732
46,100,1889.186952
33,100,1896.965884
38,100,1904.31338
36,100,1912.110283
36,100,1919.434133
39,100,1927.205567
35,100,1934.511816
42,100,1942.312248
36,100,1949.570805
36,100,1957.353164
37,100,1964.600133
40,100,1972.448745
48,100,1979.846537
35,100,1987.616634
38,100,1995.039703
40,100,2002.949678
44,100,2010.341683
41,100,2018.16868
36,100,2025.509159
46,100,2033.255051
38,100,2040.754711
34,100,2048.697884
26,100,2056.206516
35,100,2064.557829
45,100,2072.63619
34,100,2081.055584
32,100,2088.572926
41,100,2096.530057
33,100,2103.897225
36,100,2111.655379
35,100,2118.886505
38,100,2126.546272
41,100,2133.814406
30,100,2141.582901
50,100,2148.851998
36,100,2156.589745
40,100,2163.879888
36,100,2171.618861
40,100,2178.852995
36,100,2186.540522
42,100,2193.763662
41,100,2201.497712
41,100,2208.79804
35,100,2216.490892
41,100,2223.697261
38,100,2231.466245
39,100,2238.762648
37,100,2246.462945
38,100,2253.707106
39,100,2261.480686
29,100,2268.758249
37,100,2276.571848
39,100,2283.87555
40,100,2291.625505
39,100,2298.835896
38,100,2306.547373
32,100,2313.814625
45,100,2321.54018
37,100,2328.872648
32,100,2336.745571
41,100,2344.042928
37,100,2351.939682
38,100,2359.219028
37,100,2367.007412
45,100,2374.33972
37,100,2382.32804
35,100,2389.722229
32,100,2397.534259
37,100,2404.941364
42,100,2412.783168
45,100,2420.010582
