#{"t_start": 1617871644.6471012, "env_id": "Warehouse-v0"}
r,l,t
12,100,10.112154
16,100,17.261455
24,100,24.804582
24,100,31.7678
14,100,39.213763
26,100,46.174294
16,100,53.666617
27,100,60.737728
22,100,68.23392
25,100,75.164522
30,100,82.53599
33,100,89.535331
25,100,96.921666
27,100,103.859613
30,100,111.295609
30,100,118.28395
31,100,125.814142
35,100,132.874016
33,100,140.372989
38,100,147.442364
34,100,154.944431
28,100,161.956511
31,100,169.466126
29,100,176.471602
25,100,183.957193
22,100,190.996776
35,100,198.42086
32,100,205.514438
31,100,213.160467
31,100,220.211692
31,100,227.720482
23,100,234.727787
26,100,242.130798
36,100,249.153494
40,100,256.570867
33,100,263.551842
25,100,271.042623
25,100,278.031091
32,100,285.459615
28,100,292.518297
33,100,300.016151
36,100,307.064818
35,100,314.465225
38,100,321.456582
33,100,328.874455
33,100,335.850193
31,100,343.283715
33,100,350.215657
28,100,357.669374
32,100,364.615419
37,100,372.005523
29,100,379.046504
38,100,386.54591
36,100,393.542341
31,100,400.973407
39,100,407.947263
30,100,415.355822
40,100,422.357461
33,100,429.826541
40,100,436.765146
34,100,444.159714
35,100,451.134323
38,100,458.630757
33,100,465.617103
33,100,473.078273
34,100,480.058145
28,100,487.50531
42,100,494.466678
31,100,501.860193
32,100,508.849675
28,100,516.462668
36,100,523.602169
35,100,531.059614
33,100,538.072031
38,100,545.538586
32,100,552.507033
33,100,559.954389
41,100,566.901984
34,100,574.28722
27,100,581.210659
37,100,588.684792
29,100,595.685613
26,100,603.035205
40,100,609.987177
29,100,617.440228
42,100,624.477053
29,100,631.900566
37,100,638.907196
37,100,646.415185
28,100,653.45396
34,100,660.917875
26,100,667.871896
40,100,675.262463
32,100,682.254466
36,100,689.74414
39,100,696.741451
38,100,704.220205
34,100,711.27386
38,100,718.728943
43,100,725.713521
42,100,733.114506
34,100,740.109665
33,100,747.507011
34,100,754.508109
39,100,761.975571
33,100,768.976528
39,100,776.4099
34,100,783.40176
41,100,790.894674
41,100,797.836804
44,100,805.286431
39,100,812.261995
34,100,819.830548
43,100,827.004953
37,100,834.492825
38,100,841.499844
35,100,848.928487
36,100,855.935155
33,100,863.399233
34,100,870.513282
35,100,878.268082
39,100,885.490769
36,100,893.2407
