#{"t_start": 1617871644.579593, "env_id": "Warehouse-v0"}
r,l,t
9,100,10.176844
16,100,17.32964
15,100,24.877025
20,100,31.83358
22,100,39.280521
12,100,46.240127
34,100,53.732584
19,100,60.804305
33,100,68.300564
31,100,75.230414
25,100,82.602592
22,100,89.602021
32,100,96.987945
23,100,103.926255
29,100,111.359751
37,100,118.355871
33,100,125.880208
32,100,132.936676
31,100,140.438707
32,100,147.506299
26,100,155.007836
24,100,162.025429
40,100,169.532928
24,100,176.538844
33,100,184.023958
21,100,191.063523
26,100,198.485566
26,100,205.581608
31,100,213.231868
32,100,220.281459
31,100,227.786341
33,100,234.793804
33,100,242.19656
38,100,249.214463
27,100,256.637402
25,100,263.617511
30,100,271.109278
25,100,278.097115
27,100,285.523515
37,100,292.583215
38,100,300.084436
42,100,307.13062
32,100,314.533455
28,100,321.522262
28,100,328.94029
34,100,335.916214
36,100,343.349205
34,100,350.28061
34,100,357.735856
31,100,364.685342
31,100,372.070741
27,100,379.113173
35,100,386.617357
38,100,393.611952
39,100,401.041472
38,100,408.014418
44,100,415.424549
37,100,422.425363
41,100,429.895661
48,100,436.827674
38,100,444.225333
33,100,451.200463
32,100,458.697753
44,100,465.682734
32,100,473.142407
32,100,480.123979
31,100,487.575053
37,100,494.533444
33,100,501.930023
36,100,508.916339
40,100,516.525353
34,100,523.66882
38,100,531.122567
42,100,538.14325
38,100,545.604414
35,100,552.573694
28,100,560.020267
40,100,566.967857
30,100,574.353855
32,100,581.275621
32,100,588.751425
33,100,595.752345
35,100,603.09629
33,100,610.052457
33,100,617.504746
39,100,624.542075
32,100,631.966262
42,100,638.973044
30,100,646.481769
30,100,653.518473
36,100,660.981718
24,100,667.93856
30,100,675.330581
41,100,682.3211
30,100,689.810778
35,100,696.807481
38,100,704.291491
39,100,711.341849
38,100,718.795417
31,100,725.778857
36,100,733.181175
34,100,740.174304
43,100,747.576459
36,100,754.576218
26,100,762.0457
34,100,769.042527
46,100,776.475744
37,100,783.468421
33,100,790.959728
36,100,797.902461
32,100,805.351435
40,100,812.327052
37,100,819.900444
36,100,827.071569
33,100,834.564116
36,100,841.566502
34,100,848.991665
40,100,856.000944
35,100,863.462819
38,100,870.579901
43,100,878.331324
31,100,885.562108
33,100,893.30813
43,100,900.528701
31,100,908.189128
35,100,915.444333
42,100,923.116531
39,100,930.256036
37,100,937.866432
41,100,945.130548
38,100,952.845473
36,100,960.079011
39,100,967.662807
41,100,974.822434
36,100,982.531463
35,100,989.667182
33,100,997.360112
32,100,1004.540545
27,100,1012.181732
35,100,1019.360497
34,100,1026.970834
35,100,1034.143544
42,100,1041.806444
29,100,1049.064879
36,100,1056.724365
41,100,1063.944766
40,100,1071.597525
28,100,1078.788264
37,100,1086.465169
40,100,1093.696021
36,100,1101.362419
35,100,1108.606776
34,100,1116.319424
39,100,1123.467643
37,100,1131.338979
35,100,1138.730492
35,100,1146.432909
43,100,1153.683165
28,100,1161.368477
39,100,1168.542711
32,100,1176.295518
35,100,1183.606516
36,100,1191.321026
29,100,1198.614009
45,100,1206.323108
30,100,1213.52049
39,100,1221.215965
32,100,1228.376488
35,100,1235.891786
30,100,1242.924666
33,100,1250.395492
40,100,1257.424908
37,100,1264.833016
42,100,1271.926076
41,100,1279.681519
38,100,1286.875838
31,100,1294.523315
43,100,1301.699577
40,100,1309.458909
34,100,1316.704569
31,100,1324.403846
31,100,1331.614424
39,100,1339.220492
40,100,1346.459983
37,100,1354.143116
31,100,1361.364707
37,100,1369.017285
38,100,1376.297784
30,100,1384.124995
36,100,1391.481472
33,100,1399.096328
36,100,1406.40455
35,100,1414.170821
27,100,1421.477338
31,100,1429.245195
44,100,1436.493405
37,100,1444.6315
42,100,1452.204711
43,100,1460.23666
36,100,1467.906198
37,100,1475.966343
40,100,1483.53549
39,100,1491.374646
32,100,1498.72639
40,100,1506.623351
41,100,1513.947537
41,100,1521.550066
35,100,1528.706587
41,100,1536.360279
41,100,1543.459451
40,100,1551.01645
32,100,1558.154008
40,100,1565.592536
30,100,1572.580888
39,100,1580.084826
33,100,1587.11324
42,100,1594.600029
33,100,1601.659524
35,100,1609.299119
49,100,1616.644767
39,100,1624.323898
38,100,1631.479728
41,100,1639.229018
37,100,1646.515272
41,100,1654.24103
43,100,1661.515857
35,100,1669.213268
44,100,1676.477678
37,100,1684.187096
37,100,1691.485274
34,100,1699.121373
40,100,1706.401423
37,100,1714.329329
47,100,1721.595757
36,100,1729.404595
31,100,1737.070608
41,100,1745.193543
32,100,1752.838547
40,100,1760.732389
33,100,1768.036638
34,100,1775.829652
33,100,1783.142559
36,100,1790.964337
35,100,1798.311394
33,100,1806.195056
31,100,1813.570123
38,100,1821.348917
38,100,1828.660503
48,100,1836.454273
38,100,1843.867066
33,100,1851.696809
36,100,1858.949728
41,100,1866.706542
34,100,1874.027129
47,100,1881.918867
42,100,1889.195839
39,100,1896.972044
41,100,1904.322236
41,100,1912.119136
36,100,1919.442256
40,100,1927.213502
42,100,1934.519747
36,100,1942.321135
31,100,1949.579916
38,100,1957.361998
40,100,1964.606336
